epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
100,1255.76,0.53893,0.73707,0.31383,0.33338,0.80998,1,0.99865,0.995,0.85347,1,0.99865,0.995,0.93634,0.6183,0.40326,0.22245,0.30976,0.78445,0.00101248,0.00101248,0.00101248
101,1267.88,0.53172,0.77423,0.31909,0.34028,0.81589,0.99581,0.95,0.99262,0.84697,0.61388,0.63644,0.47311,0.34633,0.54554,3.46345,0.24711,0.29078,0.7795,0.0010025,0.0010025,0.0010025
102,1280.51,0.52088,0.73923,0.30835,0.32988,0.81072,0.95195,0.99096,0.99262,0.84896,0.9039,0.94096,0.92081,0.69784,0.52887,1.18108,0.22447,0.3091,0.77851,0.000992525,0.000992525,0.000992525
103,1293.12,0.52157,0.64799,0.31896,0.33031,0.80737,1,0.99748,0.995,0.87038,0.94988,0.94769,0.9364,0.89152,0.50438,0.56164,0.22334,0.29472,0.77997,0.00098255,0.00098255,0.00098255
104,1306.09,0.53297,0.65499,0.31452,0.33274,0.80883,0.99983,1,0.995,0.86564,0.94953,0.95,0.92518,0.82867,0.52438,0.85262,0.2241,0.28543,0.77632,0.000972575,0.000972575,0.000972575
105,1318.76,0.53702,0.57602,0.30549,0.32812,0.80355,1,0.99607,0.995,0.8458,1,0.99607,0.995,0.88474,0.54084,0.52289,0.21987,0.30086,0.78274,0.0009626,0.0009626,0.0009626
106,1331.33,0.52702,0.66255,0.30661,0.33157,0.80662,0.99888,1,0.995,0.85343,0.7979,0.8,0.735,0.519,0.53011,2.06134,0.22893,0.29292,0.78203,0.000952625,0.000952625,0.000952625
107,1344,0.52561,0.68531,0.32082,0.32746,0.81202,1,0.99897,0.995,0.85989,0.94997,0.94951,0.93963,0.86255,0.57018,0.71222,0.21504,0.31864,0.78282,0.00094265,0.00094265,0.00094265
108,1356.13,0.51776,0.67245,0.31259,0.32518,0.81045,1,0.99926,0.995,0.88302,1,0.99926,0.995,0.92503,0.58597,0.34419,0.2152,0.30353,0.78611,0.000932675,0.000932675,0.000932675
109,1368.1,0.50921,0.70219,0.31716,0.31589,0.80743,0.99748,1,0.995,0.86477,0.99748,1,0.995,0.91462,0.55419,0.43311,0.22354,0.27968,0.78289,0.0009227,0.0009227,0.0009227
110,1380.64,0.52596,0.64137,0.30412,0.32031,0.80051,0.99826,1,0.995,0.8784,0.99826,1,0.995,0.92369,0.53802,0.30939,0.21792,0.28628,0.77603,0.000912725,0.000912725,0.000912725
111,1393.21,0.53213,0.62877,0.311,0.32612,0.8053,1,0.99941,0.995,0.88372,0.79943,0.8,0.68407,0.54298,0.50653,2.4303,0.2417,0.27701,0.78287,0.00090275,0.00090275,0.00090275
112,1405.7,0.52692,0.67395,0.29053,0.32786,0.81249,1,0.98412,0.995,0.85951,0.7972,0.78671,0.68254,0.58902,0.55018,2.31391,0.23856,0.31044,0.78303,0.000892775,0.000892775,0.000892775
113,1418.04,0.51928,0.67081,0.30702,0.32751,0.80522,1,0.99729,0.995,0.87327,0.79977,0.7989,0.69407,0.6139,0.56024,1.951,0.24064,0.32864,0.78172,0.0008828,0.0008828,0.0008828
114,1430.63,0.52576,0.58596,0.31555,0.33139,0.80955,0.95214,0.99491,0.99262,0.84921,0.71326,0.7464,0.59387,0.54619,0.58863,2.35933,0.23961,0.33455,0.78594,0.000872825,0.000872825,0.000872825
115,1443.45,0.51921,0.63276,0.29476,0.32814,0.80948,0.99639,0.95,0.99045,0.82205,0.78662,0.75,0.68359,0.61729,0.62752,2.21666,0.23444,0.33245,0.7837,0.00086285,0.00086285,0.00086285
116,1456.35,0.52721,0.61428,0.3,0.32547,0.80487,0.99984,1,0.995,0.82968,0.7987,0.8,0.66409,0.56637,0.62079,1.97099,0.23672,0.30954,0.78608,0.000852875,0.000852875,0.000852875
117,1467.36,0.50668,0.59681,0.29833,0.31959,0.80527,1,0.99969,0.995,0.8543,0.95,0.94998,0.93483,0.88616,0.58601,0.58647,0.2085,0.27491,0.78639,0.0008429,0.0008429,0.0008429
118,1479.88,0.52362,0.57597,0.29275,0.32383,0.80382,1,0.99815,0.995,0.84606,0.74999,0.75,0.60482,0.5221,0.55483,2.58337,0.23993,0.29209,0.78149,0.000832925,0.000832925,0.000832925
119,1492.09,0.50455,0.59268,0.28954,0.3124,0.80258,0.99806,1,0.995,0.84454,0.99806,1,0.995,0.85819,0.5622,0.62479,0.21527,0.27688,0.77838,0.00082295,0.00082295,0.00082295
120,1504.69,0.50539,0.58386,0.29801,0.31868,0.80208,0.99798,1,0.995,0.85263,0.74791,0.75,0.59699,0.57969,0.55913,2.26068,0.23764,0.29711,0.77783,0.000812975,0.000812975,0.000812975
121,1517.24,0.52632,0.63382,0.29254,0.3253,0.80258,0.99726,1,0.995,0.8282,0.74767,0.75,0.60421,0.56996,0.53356,2.32729,0.24063,0.2812,0.77356,0.000803,0.000803,0.000803
122,1529.81,0.51573,0.56393,0.30043,0.31986,0.80263,0.99728,1,0.995,0.85725,0.94734,0.95,0.93518,0.89772,0.55187,0.50833,0.20808,0.282,0.77369,0.000793025,0.000793025,0.000793025
123,1542.5,0.5145,0.5778,0.28798,0.31385,0.80286,0.99745,1,0.995,0.85976,0.84756,0.85,0.75333,0.6426,0.55361,1.50258,0.22942,0.30686,0.78086,0.00078305,0.00078305,0.00078305
124,1555.14,0.50981,0.59783,0.28172,0.32054,0.80087,0.99764,1,0.995,0.84985,0.99764,1,0.995,0.92709,0.55983,0.43904,0.20892,0.2936,0.77482,0.000773075,0.000773075,0.000773075
125,1567.71,0.50548,0.61425,0.2785,0.31608,0.80201,0.99864,1,0.995,0.85775,0.94852,0.95,0.93833,0.90238,0.55827,0.63806,0.20639,0.28131,0.78396,0.0007631,0.0007631,0.0007631
126,1579.66,0.51262,0.55172,0.29757,0.31639,0.80294,0.99718,1,0.995,0.84507,0.84731,0.85,0.76615,0.66917,0.57556,1.34816,0.21878,0.29043,0.78653,0.000753125,0.000753125,0.000753125
127,1590.63,0.51267,0.53611,0.28778,0.31525,0.8061,0.9962,0.95,0.99262,0.84163,0.74715,0.8,0.67225,0.5778,0.56515,2.21917,0.23217,0.28587,0.78719,0.00074315,0.00074315,0.00074315
128,1603.43,0.49716,0.58451,0.29147,0.30972,0.80518,0.99752,1,0.995,0.86678,0.89755,0.9,0.8298,0.65883,0.54157,1.33906,0.22146,0.29638,0.78105,0.000733175,0.000733175,0.000733175
129,1615.73,0.5149,0.57933,0.2889,0.31427,0.8067,0.99954,1,0.995,0.87174,0.94925,0.95,0.94212,0.88581,0.52255,0.59389,0.20237,0.29655,0.77907,0.0007232,0.0007232,0.0007232
130,1628.51,0.52194,0.57187,0.27223,0.3147,0.79791,0.99876,1,0.995,0.86128,0.79814,0.8,0.68808,0.6271,0.54152,2.33528,0.23735,0.30131,0.77609,0.000713225,0.000713225,0.000713225
131,1641.12,0.49312,0.58195,0.27716,0.30984,0.80147,1,0.99985,0.995,0.84745,0.9499,0.95,0.935,0.68711,0.56247,1.39933,0.22223,0.30352,0.77165,0.00070325,0.00070325,0.00070325
132,1653.61,0.4837,0.58028,0.27495,0.30361,0.80335,1,0.99568,0.995,0.83965,1,0.99568,0.995,0.96273,0.56557,0.25878,0.19395,0.29583,0.78092,0.000693275,0.000693275,0.000693275
133,1666.09,0.51716,0.56154,0.2868,0.32093,0.80297,1,0.99798,0.995,0.84948,0.94991,0.94831,0.92963,0.90439,0.58252,0.56106,0.19715,0.32464,0.77664,0.0006833,0.0006833,0.0006833
134,1678.89,0.49855,0.48574,0.27943,0.31048,0.80389,0.99785,1,0.995,0.86481,0.99785,1,0.995,0.93281,0.56688,0.33284,0.18676,0.30065,0.77149,0.000673325,0.000673325,0.000673325
135,1690.12,0.48358,0.47284,0.26867,0.30074,0.80006,1,0.99962,0.995,0.84314,0.94932,0.95,0.93076,0.90516,0.58973,0.60873,0.19678,0.29226,0.77205,0.00066335,0.00066335,0.00066335
136,1702.57,0.49852,0.52636,0.26837,0.30902,0.80474,0.99868,1,0.995,0.85335,0.94835,0.95,0.93583,0.91292,0.60026,0.54586,0.19458,0.28367,0.77504,0.000653375,0.000653375,0.000653375
137,1714.7,0.48754,0.46422,0.26969,0.30639,0.80134,0.99585,1,0.995,0.86649,0.99585,1,0.995,0.95862,0.55365,0.29074,0.18714,0.28822,0.77532,0.0006434,0.0006434,0.0006434
138,1727.1,0.47088,0.41129,0.25716,0.29617,0.80123,0.9961,1,0.995,0.85558,0.94619,0.95,0.93017,0.90162,0.59349,0.59064,0.18802,0.29801,0.77891,0.000633425,0.000633425,0.000633425
139,1739.7,0.47541,0.46457,0.26615,0.30122,0.80185,0.99602,1,0.995,0.82863,0.94612,0.95,0.93267,0.89664,0.58672,0.54994,0.18799,0.29711,0.77809,0.00062345,0.00062345,0.00062345
140,1752.49,0.48578,0.51309,0.26995,0.30405,0.80449,0.9974,1,0.995,0.86005,0.9974,1,0.995,0.86221,0.58393,0.68785,0.19558,0.29415,0.78071,0.000613475,0.000613475,0.000613475
141,1765.26,0.47964,0.4462,0.26395,0.30363,0.7963,0.99898,1,0.995,0.86186,0.99898,1,0.995,0.92825,0.51777,0.33955,0.18368,0.29054,0.771,0.0006035,0.0006035,0.0006035
142,1777.6,0.49004,0.49657,0.2765,0.30672,0.80574,0.99464,1,0.995,0.87533,0.94452,0.95,0.93466,0.90504,0.51729,0.64036,0.18844,0.30205,0.77356,0.000593525,0.000593525,0.000593525
143,1790.02,0.48039,0.46398,0.26706,0.30027,0.80395,0.996,1,0.995,0.87599,0.9461,0.95,0.9289,0.90634,0.49114,0.64007,0.18738,0.2723,0.76792,0.00058355,0.00058355,0.00058355
144,1802.41,0.48154,0.45866,0.26025,0.30137,0.79855,0.99665,1,0.995,0.85982,0.94671,0.95,0.932,0.91433,0.53032,0.48606,0.18432,0.30242,0.77341,0.000573575,0.000573575,0.000573575
145,1813.59,0.47612,0.53299,0.2598,0.29928,0.80457,0.99744,1,0.995,0.88398,0.99744,1,0.995,0.94467,0.52135,0.37421,0.18199,0.28303,0.76351,0.0005636,0.0005636,0.0005636
146,1825.74,0.48685,0.43969,0.25925,0.30026,0.79848,0.99704,1,0.995,0.87221,0.79746,0.8,0.69407,0.64742,0.53416,1.90209,0.22661,0.28784,0.77039,0.000553625,0.000553625,0.000553625
147,1838.24,0.46858,0.43571,0.25571,0.29282,0.7996,0.99709,1,0.995,0.87616,0.94717,0.95,0.92107,0.69581,0.5397,1.24084,0.21013,0.27845,0.7716,0.00054365,0.00054365,0.00054365
148,1851.01,0.48859,0.4306,0.26142,0.30382,0.80934,0.99814,1,0.995,0.87663,0.94807,0.95,0.935,0.91369,0.52144,0.58575,0.18165,0.27386,0.77077,0.000533675,0.000533675,0.000533675
149,1863.62,0.47475,0.45544,0.24387,0.30038,0.79782,0.99681,1,0.995,0.87587,0.99681,1,0.995,0.91684,0.52498,0.41034,0.17361,0.28364,0.77216,0.0005237,0.0005237,0.0005237
150,1876.24,0.47756,0.43092,0.2546,0.29653,0.80187,0.99715,1,0.995,0.87356,0.94723,0.95,0.93791,0.91881,0.51273,0.6345,0.18245,0.28099,0.7743,0.000513725,0.000513725,0.000513725
151,1888.74,0.47271,0.4694,0.2521,0.2949,0.80367,0.99713,1,0.995,0.86302,0.94721,0.95,0.9375,0.91893,0.52338,0.59669,0.18029,0.27384,0.77443,0.00050375,0.00050375,0.00050375
152,1901.08,0.47455,0.49901,0.2547,0.29623,0.80339,0.99552,1,0.995,0.87182,0.94564,0.95,0.93545,0.90903,0.54939,0.61254,0.1808,0.30407,0.77598,0.000493775,0.000493775,0.000493775
153,1913.73,0.47097,0.54034,0.25492,0.30059,0.80178,0.99472,1,0.995,0.87371,0.94486,0.95,0.9314,0.90847,0.54665,0.62973,0.17877,0.27712,0.77325,0.0004838,0.0004838,0.0004838
154,1926.66,0.47124,0.4178,0.24469,0.29292,0.80116,0.99688,1,0.995,0.86385,0.94697,0.95,0.93463,0.91896,0.54985,0.58041,0.17229,0.28958,0.77573,0.000473825,0.000473825,0.000473825
155,1938.34,0.46349,0.42528,0.2471,0.28979,0.80169,0.99734,1,0.995,0.84991,0.94741,0.95,0.93438,0.91643,0.55198,0.49931,0.16767,0.29535,0.77203,0.00046385,0.00046385,0.00046385
156,1950.41,0.46531,0.43982,0.25398,0.28907,0.79534,0.99772,1,0.995,0.85193,0.94769,0.95,0.93767,0.90904,0.5597,0.49307,0.16926,0.30514,0.77268,0.000453875,0.000453875,0.000453875
157,1962.96,0.46196,0.43395,0.23695,0.29005,0.7923,0.99786,1,0.995,0.8576,0.94782,0.95,0.9364,0.92583,0.54106,0.51698,0.1712,0.31157,0.77106,0.0004439,0.0004439,0.0004439
158,1975.9,0.45596,0.41727,0.241,0.28386,0.79639,0.99777,1,0.995,0.88023,0.94773,0.95,0.9364,0.91685,0.51152,0.56144,0.17321,0.29127,0.77154,0.000433925,0.000433925,0.000433925
159,1988.49,0.45919,0.38389,0.23688,0.28426,0.79814,0.99752,1,0.995,0.88194,0.99752,1,0.995,0.91829,0.50728,0.45189,0.16765,0.29209,0.77692,0.00042395,0.00042395,0.00042395
160,2001.05,0.46729,0.43963,0.24843,0.28858,0.7997,0.99728,1,0.995,0.8695,0.94735,0.95,0.93576,0.92203,0.54006,0.59953,0.17499,0.30679,0.77426,0.000413975,0.000413975,0.000413975
161,2014.21,0.47042,0.43327,0.25295,0.28603,0.80673,0.99748,1,0.995,0.87098,0.94747,0.95,0.9364,0.92604,0.54573,0.46924,0.16832,0.3071,0.77688,0.000404,0.000404,0.000404
162,2026.94,0.45404,0.39587,0.23662,0.27861,0.79021,0.99752,1,0.995,0.88355,0.94757,0.95,0.94129,0.92738,0.50984,0.49487,0.16853,0.28824,0.77058,0.000394025,0.000394025,0.000394025
163,2039.27,0.47521,0.40383,0.23034,0.29133,0.79985,0.99724,1,0.995,0.86499,0.99724,1,0.995,0.94754,0.55503,0.29535,0.16291,0.29469,0.77014,0.00038405,0.00038405,0.00038405
164,2052.16,0.45939,0.35785,0.23519,0.2819,0.8007,0.99735,1,0.995,0.88013,0.94742,0.95,0.93607,0.91643,0.56698,0.49774,0.1675,0.29014,0.77851,0.000374075,0.000374075,0.000374075
165,2064.55,0.4735,0.40887,0.22952,0.28909,0.78988,0.99759,1,0.995,0.85622,0.99759,1,0.995,0.93755,0.57503,0.38055,0.16547,0.29374,0.78076,0.0003641,0.0003641,0.0003641
166,2076.17,0.47155,0.4214,0.24298,0.29122,0.80034,0.99742,1,0.995,0.87425,0.99742,1,0.995,0.95786,0.56533,0.27869,0.15764,0.29756,0.77568,0.000354125,0.000354125,0.000354125
167,2088.46,0.46178,0.37859,0.23364,0.28445,0.79789,0.99719,1,0.995,0.85391,0.99719,1,0.995,0.93876,0.56639,0.3655,0.15852,0.26137,0.78009,0.00034415,0.00034415,0.00034415
168,2101,0.44698,0.35835,0.24787,0.28001,0.79395,0.99749,1,0.995,0.86528,0.94754,0.95,0.93463,0.91081,0.52617,0.54296,0.1675,0.27687,0.77747,0.000334175,0.000334175,0.000334175
169,2113.94,0.45227,0.4005,0.23718,0.28129,0.79765,0.9977,1,0.995,0.8704,0.94765,0.95,0.93675,0.88944,0.51736,0.63833,0.17284,0.28623,0.77721,0.0003242,0.0003242,0.0003242
170,2126.68,0.46838,0.41004,0.23362,0.28759,0.79623,0.99693,1,0.995,0.86587,0.94702,0.95,0.93857,0.90933,0.52305,0.58638,0.16471,0.29047,0.77556,0.000314225,0.000314225,0.000314225
171,2139.08,0.44686,0.37476,0.22487,0.27855,0.7988,0.99663,1,0.995,0.86777,0.99663,1,0.995,0.93059,0.53051,0.38857,0.15655,0.28795,0.77888,0.00030425,0.00030425,0.00030425
172,2152.15,0.44916,0.35962,0.23468,0.27647,0.7924,0.99691,1,0.995,0.89608,0.99691,1,0.995,0.95021,0.50115,0.31948,0.15675,0.27794,0.77258,0.000294275,0.000294275,0.000294275
173,2164.79,0.44489,0.36973,0.23081,0.27865,0.79758,0.99665,1,0.995,0.85543,0.99665,1,0.995,0.97455,0.5364,0.21523,0.15609,0.28491,0.77973,0.0002843,0.0002843,0.0002843
174,2177.4,0.44935,0.39127,0.22119,0.27833,0.7969,0.99691,1,0.995,0.86309,0.99691,1,0.995,0.95079,0.54044,0.32861,0.15849,0.3064,0.77908,0.000274325,0.000274325,0.000274325
175,2189.4,0.45412,0.39358,0.22416,0.27765,0.7916,0.99685,1,0.995,0.88122,0.99685,1,0.995,0.94638,0.51624,0.31371,0.15436,0.27869,0.77098,0.00026435,0.00026435,0.00026435
176,2201.1,0.4485,0.37178,0.22865,0.27357,0.79408,0.99693,1,0.995,0.86572,0.94709,0.95,0.94212,0.93326,0.52421,0.56718,0.16496,0.29671,0.77489,0.000254375,0.000254375,0.000254375
177,2213.32,0.46393,0.37288,0.22423,0.27844,0.79188,0.99706,1,0.995,0.87118,0.94715,0.95,0.94426,0.9259,0.52219,0.4409,0.15736,0.27381,0.77054,0.0002444,0.0002444,0.0002444
178,2225.99,0.44685,0.37257,0.22087,0.27926,0.7928,0.99707,1,0.995,0.88929,0.94721,0.95,0.94583,0.9322,0.49693,0.38987,0.15351,0.26399,0.77039,0.000234425,0.000234425,0.000234425
179,2238.75,0.44219,0.34573,0.22242,0.26919,0.79064,0.99702,1,0.995,0.85895,0.94711,0.95,0.94212,0.92722,0.53062,0.49471,0.15661,0.28332,0.77362,0.00022445,0.00022445,0.00022445
180,2251.87,0.44156,0.38765,0.22452,0.27419,0.79101,0.99709,1,0.995,0.86215,0.99709,1,0.995,0.9291,0.53385,0.36511,0.14974,0.27995,0.77119,0.000214475,0.000214475,0.000214475
181,2264.01,0.42826,0.36103,0.22425,0.26756,0.79513,0.99735,1,0.995,0.87702,0.94742,0.95,0.93833,0.91946,0.52351,0.48358,0.15724,0.28576,0.77418,0.0002045,0.0002045,0.0002045
182,2276.52,0.45429,0.38288,0.23108,0.27778,0.79525,0.99748,1,0.995,0.87687,0.94754,0.95,0.93833,0.92481,0.53507,0.59976,0.16653,0.28797,0.77177,0.000194525,0.000194525,0.000194525
183,2289.46,0.43422,0.37141,0.21847,0.26845,0.79457,0.99732,1,0.995,0.86077,0.94739,0.95,0.93962,0.91257,0.52222,0.51052,0.15833,0.27909,0.76931,0.00018455,0.00018455,0.00018455
184,2302.18,0.44514,0.38153,0.2209,0.27507,0.79472,0.9971,1,0.995,0.85966,0.9971,1,0.995,0.93336,0.54195,0.34467,0.1506,0.29002,0.77263,0.000174575,0.000174575,0.000174575
185,2314.87,0.42817,0.35689,0.21573,0.26542,0.7934,0.99712,1,0.995,0.86564,0.9472,0.95,0.93675,0.92292,0.53607,0.47466,0.15349,0.29629,0.77319,0.0001646,0.0001646,0.0001646
186,2327.22,0.45235,0.38161,0.22898,0.27641,0.79718,0.99716,1,0.995,0.86848,0.99716,1,0.995,0.96168,0.52235,0.26688,0.14445,0.27772,0.76911,0.000154625,0.000154625,0.000154625
187,2338.7,0.4329,0.32366,0.215,0.26618,0.78993,0.99715,1,0.995,0.87318,0.99715,1,0.995,0.95873,0.53353,0.25986,0.1448,0.27975,0.77228,0.00014465,0.00014465,0.00014465
188,2351.51,0.43768,0.37648,0.22018,0.27444,0.79589,0.99716,1,0.995,0.87,0.99716,1,0.995,0.93858,0.51584,0.37436,0.14851,0.28676,0.77018,0.000134675,0.000134675,0.000134675
189,2364.04,0.44119,0.32272,0.20819,0.26823,0.79514,0.99723,1,0.995,0.87124,0.99723,1,0.995,0.94623,0.54519,0.35634,0.14732,0.28802,0.77261,0.0001247,0.0001247,0.0001247
190,2376.47,0.4232,0.3405,0.21436,0.26328,0.78968,0.99723,1,0.995,0.87431,0.99723,1,0.995,0.92604,0.50848,0.40492,0.14848,0.27918,0.7697,0.000114725,0.000114725,0.000114725
191,2393.07,0.40465,0.2728,0.17793,0.25167,0.78591,0.9972,1,0.995,0.87184,0.94728,0.95,0.93833,0.92125,0.52315,0.43696,0.1512,0.28404,0.76917,0.00010475,0.00010475,0.00010475
192,2405.67,0.41475,0.28255,0.17371,0.25499,0.78509,0.9973,1,0.995,0.87434,0.9973,1,0.995,0.95518,0.52057,0.2683,0.14309,0.27674,0.77015,9.4775e-05,9.4775e-05,9.4775e-05
193,2418.18,0.40182,0.25681,0.17564,0.25024,0.77991,0.99726,1,0.995,0.88319,0.99726,1,0.995,0.96588,0.51276,0.21925,0.14143,0.27934,0.76835,8.48e-05,8.48e-05,8.48e-05
194,2430.3,0.40397,0.25966,0.1725,0.24503,0.77825,0.99729,1,0.995,0.87859,0.99729,1,0.995,0.95893,0.51146,0.29172,0.14393,0.26536,0.76894,7.4825e-05,7.4825e-05,7.4825e-05
195,2442.43,0.40992,0.24737,0.17072,0.24618,0.78763,0.99734,1,0.995,0.87513,0.99734,1,0.995,0.94328,0.507,0.39247,0.14933,0.26737,0.7699,6.485e-05,6.485e-05,6.485e-05
196,2454.99,0.40676,0.24822,0.17122,0.24666,0.78533,0.99741,1,0.995,0.87719,0.99741,1,0.995,0.92418,0.50504,0.41795,0.14951,0.26963,0.76972,5.4875e-05,5.4875e-05,5.4875e-05
197,2467.05,0.40437,0.24865,0.17349,0.24733,0.78377,0.99752,1,0.995,0.86969,0.99752,1,0.995,0.94277,0.50954,0.3822,0.14741,0.2822,0.77089,4.49e-05,4.49e-05,4.49e-05
198,2478.73,0.39696,0.2523,0.16906,0.2435,0.78233,0.9975,1,0.995,0.87081,0.9975,1,0.995,0.94382,0.51057,0.35915,0.14615,0.2742,0.76937,3.4925e-05,3.4925e-05,3.4925e-05
199,2490.03,0.38971,0.25087,0.17353,0.24557,0.78639,0.99748,1,0.995,0.87983,0.99748,1,0.995,0.95559,0.51408,0.32237,0.14453,0.27983,0.76891,2.495e-05,2.495e-05,2.495e-05
200,2502.29,0.40219,0.25953,0.17971,0.24533,0.78731,0.99741,1,0.995,0.879,0.99741,1,0.995,0.95969,0.51388,0.29611,0.14332,0.28057,0.76949,1.4975e-05,1.4975e-05,1.4975e-05
